agency,item,quantity,datereceived,totalcost
SEASIDE PARK POLICE DEPT,RECREATIONAL AND GYMNASTIC EQUIPMENT,1,10/7/14,"$1,500.00 "
SEASIDE PARK POLICE DEPT,RECREATIONAL AND GYMNASTIC EQUIPMENT,1,10/7/14,"$1,500.00 "
SEASIDE PARK POLICE DEPT,RECREATIONAL AND GYMNASTIC EQUIPMENT,1,10/7/14,"$1,500.00 "
SEASIDE PARK POLICE DEPT,RECREATIONAL AND GYMNASTIC EQUIPMENT,1,10/7/14,"$1,500.00 "
SEASIDE PARK POLICE DEPT,GYM,1,9/30/14,"$5,000.00 "
SEASIDE PARK POLICE DEPT,GYM,1,9/30/14,$500.00 
SHREWSBURY POLICE DEPT,"BAG,AMMUNITION",20,8/19/14,$304.60 
SHREWSBURY POLICE DEPT,"CAMERA,TELEVISION",1,8/22/14,"$2,325.14 "
SHREWSBURY POLICE DEPT,"CAMERA,TELEVISION",1,8/22/14,"$2,325.14 "
SHREWSBURY POLICE DEPT,"TELESCOPE,STRAIGHT",1,8/22/14,"$2,525.80 "
SHREWSBURY POLICE DEPT,BORESCOPE,1,8/29/14,"$5,400.00 "
SHREWSBURY POLICE DEPT,"LIGHT,BORESCOPE",1,8/29/14,$640.00 
SHREWSBURY POLICE DEPT,"TELESCOPE,STRAIGHT",1,8/29/14,"$2,525.80 "
SHREWSBURY POLICE DEPT,"MOUNT,TELESCOPE",1,8/29/14,$202.67 
SHREWSBURY POLICE DEPT,"PARTS KIT,ELECTRONIC EQUIPMENT",1,8/29/14,"$3,328.68 "
SHREWSBURY POLICE DEPT,"BAG,MEDICAL",20,9/8/14,"$9,374.80 "
SHREWSBURY POLICE DEPT,"BAG,STOWAGE GUN MOU",8,9/15/14,"$2,376.32 "
SHREWSBURY POLICE DEPT,"BAG,STOWAGE GUN MOU",7,9/15/14,"$2,079.28 "
SHREWSBURY POLICE DEPT,"DEPLOYMENT BAG,PARACHUTE",15,9/8/14,"$15,726.75 "
SHREWSBURY POLICE DEPT,"DEPLOYMENT BAG,PARACHUTE",8,9/8/14,$448.72 
SHREWSBURY POLICE DEPT,"BOOTS,COLD WEATHER",4,9/15/14,$580.84 
SHREWSBURY POLICE DEPT,"BOOTS,COLD WEATHER",6,9/15/14,$871.26 
SHREWSBURY POLICE DEPT,"BOOTS,COLD WEATHER",6,9/15/14,$871.26 
SHREWSBURY POLICE DEPT,"BOOTS,COMBAT",16,9/15/14,"$1,115.04 "
SHREWSBURY POLICE DEPT,"TOOL KIT,CRIMPING",2,9/15/14,"$3,717.60 "
SHREWSBURY POLICE DEPT,"BOOTS,ICW,SAFETYTOE",6,9/15/14,$846.18 
SHREWSBURY POLICE DEPT,"BOOTS,ICW,SAFETYTOE",2,9/15/14,$282.06 
SHREWSBURY POLICE DEPT,"LOCK,GUN SAFETY",1,10/14/14,"$6,543.03 "
SHREWSBURY POLICE DEPT,"TRUCK,DUMP",1,10/1/14,"$92,489.00 "
SHREWSBURY POLICE DEPT,"TRAILER,FLAT BED",1,10/1/14,"$14,423.00 "
SHREWSBURY POLICE DEPT,BATTERY CHARGER,1,10/21/14,"$5,000.00 "
SHREWSBURY POLICE DEPT,"PULLER SET,MECHANICAL",1,10/21/14,$774.28 
SHREWSBURY POLICE DEPT,"SOCKET SET,SOCKET WRENCH",2,10/23/14,$860.84 
SHREWSBURY POLICE DEPT,"SOCKET SET,SOCKET WRENCH",4,10/23/14,"$3,926.48 "
SHREWSBURY POLICE DEPT,WRENCH KIT,4,10/23/14,$867.72 
SHREWSBURY POLICE DEPT,RECYCLER PART WASHER,2,10/21/14,"$9,018.10 "
SHREWSBURY POLICE DEPT,FORKLIFT,1,11/10/14,$0.00 
SHREWSBURY POLICE DEPT,LID,11,11/10/14,"$15,502.85 "
SHREWSBURY POLICE DEPT,LID,1,11/10/14,"$1,409.35 "
SHREWSBURY POLICE DEPT,FACEMASK,14,11/10/14,"$4,263.70 "
SPRING LAKE BOROUGH POLICE DEPT,"GENERATOR SET,DIESEL ENGINE",2,2/15/14,"$29,782.00 "
SPRING LAKE BOROUGH POLICE DEPT,"BRIDGES, FIXED AND FLOATING",2,2/15/14,$208.74 
SPRING LAKE BOROUGH POLICE DEPT,TRUCK TRACTOR,1,2/15/14,"$57,454.00 "
SPRING LAKE BOROUGH POLICE DEPT,"POWER PLANT,ELECTRIC,TRAILER MOUNTED",1,2/15/14,"$19,395.00 "
SPRING LAKE BOROUGH POLICE DEPT,"TRAILER,CARGO",1,2/15/14,"$8,954.00 "
SPRING LAKE BOROUGH POLICE DEPT,"TRUCK,CARGO",1,2/15/14,"$75,278.00 "
SPRING LAKE BOROUGH POLICE DEPT,"POWER PLANT,ELECTRIC,TRAILER MOUNTED",1,2/15/14,"$19,395.00 "
SPRING LAKE BOROUGH POLICE DEPT,"CLAMP,LOOP",378,2/15/14,$309.96 
SPRING LAKE BOROUGH POLICE DEPT,"SEAL,PLAIN",15,2/15/14,$386.25 
SPRING LAKE BOROUGH POLICE DEPT,MODULAR SLEEP SYSTEM,5,2/15/14,"$1,315.25 "
SPRING LAKE BOROUGH POLICE DEPT,"CASE,ELECTRONIC COMMUNICATIONS EQUIPMENT",2,2/15/14,$234.90 
SPRING LAKE BOROUGH POLICE DEPT,"CHAIR, UPHOLSTERED",20,2/15/14,$200.00 
SPRING LAKE BOROUGH POLICE DEPT,"TOOL KIT,CARPENTER'S",1,2/15/14,"$3,025.68 "
SPRING LAKE BOROUGH POLICE DEPT,"PUMPING ASSEMBLY,FLAMMABLE LIQUID,BULK TRANSFER",2,2/15/14,"$26,188.00 "
SPRING LAKE BOROUGH POLICE DEPT,ASSAULT PACK,12,2/15/14,"$1,079.64 "
SPRING LAKE BOROUGH POLICE DEPT,"TRUCK,CARGO",1,2/15/14,"$67,139.00 "
SPRING LAKE BOROUGH POLICE DEPT,"TRACTOR,FULL TRACKED,LOW  SPEED",1,2/15/14,"$72,325.00 "
SPRING LAKE BOROUGH POLICE DEPT,"CART, MOTORIZED",1,2/15/14,"$2,000.00 "
SPRING LAKE BOROUGH POLICE DEPT,"GENERATORS AND GENERATOR SETS, ELECTRICA",2,2/15/14,$700.00 
SPRING LAKE BOROUGH POLICE DEPT,"COMPRESSOR  UNIT,RECIPROCATING",1,2/15/14,"$1,072.00 "
SPRING LAKE BOROUGH POLICE DEPT,"TIE ROD,STEERING",1,2/15/14,$215.47 
SPRING LAKE BOROUGH POLICE DEPT,No Item Name Available,1,2/15/14,"$5,424.99 "
SPRING LAKE BOROUGH POLICE DEPT,"WRENCH SET,SOCKET",1,2/15/14,$464.30 
SPRING LAKE BOROUGH POLICE DEPT,"BEDNET,POP-UP",5,2/15/14,$599.50 
SPRING LAKE BOROUGH POLICE DEPT,UNIVERSAL POWER SUPPLY,1,2/15/14,$200.00 
SPRING LAKE BOROUGH POLICE DEPT,"TOOL KIT,ELECTRONIC SYSTEM",1,2/15/14,"$1,127.00 "
SPRING LAKE BOROUGH POLICE DEPT,MULTIMETER,1,2/15/14,$563.83 
SPRING LAKE BOROUGH POLICE DEPT,"COVER,FITTED,VEHICULAR CAB",4,2/15/14,"$2,912.64 "
SPRING LAKE BOROUGH POLICE DEPT,"FLOODLIGHT SET,ELECTRIC",1,2/15/14,"$18,400.00 "
SPRING LAKE BOROUGH POLICE DEPT,TENT,1,2/15/14,"$1,866.77 "
SPRING LAKE BOROUGH POLICE DEPT,"PROJECTOR,MULTIMEDIA",1,2/15/14,"$5,285.00 "
SPRING LAKE BOROUGH POLICE DEPT,"PROJECTOR, COMPUTER SCREEN",1,2/15/14,"$1,500.00 "
SPRING LAKE BOROUGH POLICE DEPT,"BINDER,LOAD",3,2/15/14,$205.32 
SPRING LAKE BOROUGH POLICE DEPT,"TRUCK,VAN",1,2/15/14,"$111,395.00 "
SPRING LAKE BOROUGH POLICE DEPT,"TOOL KIT,GENERAL MECHANIC'S",1,2/15/14,"$2,365.00 "
SPRING LAKE BOROUGH POLICE DEPT,"CHEST,TOP,MOBILE TOOL CABINET",1,2/15/14,$438.66 
SPRING LAKE BOROUGH POLICE DEPT,"TOWBAR,MOTOR VEHICLE",1,2/15/14,"$1,930.00 "
SPRING LAKE BOROUGH POLICE DEPT,"CABINET, TOOL",1,2/15/14,$783.00 
SPRING LAKE BOROUGH POLICE DEPT,"CABINET, TOOL",1,2/15/14,$783.00 
SPRING LAKE BOROUGH POLICE DEPT,"BINDER,LOAD",33,2/15/14,"$2,258.52 "
SPRING LAKE BOROUGH POLICE DEPT,"ANALYZER SET,ENGINE",2,2/15/14,"$14,496.00 "
SPRING LAKE BOROUGH POLICE DEPT,JACK,3,2/15/14,"$2,955.00 "
SPRING LAKE BOROUGH POLICE DEPT,"TRUCK,UTILITY",1,2/15/14,"$41,061.00 "
SPRING LAKE BOROUGH POLICE DEPT,"TRUCK,UTILITY",1,2/15/14,"$41,061.00 "
SPRING LAKE BOROUGH POLICE DEPT,"TRUCK,UTILITY",1,2/15/14,"$41,061.00 "
SPRING LAKE BOROUGH POLICE DEPT,"TOOL KIT,ELECTRONIC SYSTEM",1,2/15/14,"$1,127.00 "
SPRING LAKE BOROUGH POLICE DEPT,"TOOL KIT,GENERAL MECHANIC'S",1,2/15/14,"$2,365.00 "
SPRING LAKE BOROUGH POLICE DEPT,"TOOL KIT,ELECTRONIC",2,2/15/14,"$1,106.00 "
SPRING LAKE BOROUGH POLICE DEPT,FORKLIFT,1,2/15/14,"$10,000.00 "
SPRING LAKE BOROUGH POLICE DEPT,"CLEANER,STEAM,PRESSURE  JET",1,2/15/14,"$18,528.00 "
SPRING LAKE BOROUGH POLICE DEPT,"TRUCK,UTILITY",1,2/15/14,"$50,458.00 "
SPRING LAKE BOROUGH POLICE DEPT,TRUCK TRACTOR,1,2/15/14,"$75,553.88 "
SPRING LAKE BOROUGH POLICE DEPT,"TRUCK,WRECKER",1,9/26/14,"$168,960.00 "
SPRING LAKE BOROUGH POLICE DEPT,"TRUCK,UTILITY",1,5/7/14,"$47,023.00 "
SPRING LAKE BOROUGH POLICE DEPT,TRUCK TRACTOR,1,5/7/14,"$75,553.88 "
SPRING LAKE HEIGHTS POLICE DEPT,"HOLSTER,PISTOL",5,10/17/14,$655.40 
SPRING LAKE HEIGHTS POLICE DEPT,M14 ASSAULT RIFLE,1,4/14/14,$138.00 
SPRING LAKE HEIGHTS POLICE DEPT,M14 ASSAULT RIFLE,1,4/14/14,$138.00 
SPRING LAKE HEIGHTS POLICE DEPT,M14 ASSAULT RIFLE,1,4/14/14,$138.00 
STAFFORD TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
STAFFORD TOWNSHIP POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
STAFFORD TOWNSHIP POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
STAFFORD TOWNSHIP POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
STAFFORD TOWNSHIP POLICE DEPT,M14 ASSAULT RIFLE,1,7/16/12,$138.00 
TINTON FALLS POLICE DEPT,"TRAILER,CARGO",1,1/30/14,"$8,954.00 "
TINTON FALLS POLICE DEPT,"TRUCK,UTILITY",1,2/15/14,"$41,061.00 "
TINTON FALLS POLICE DEPT,"GOGGLES,BALLISTIC",45,2/15/14,"$1,973.70 "
TINTON FALLS POLICE DEPT,"SHIRT,COLD WEATHER",15,2/15/14,$903.75 
TINTON FALLS POLICE DEPT,"SHIRT,COLD WEATHER",6,2/15/14,$361.50 
TINTON FALLS POLICE DEPT,"SIGHT,REFLEX",5,2/19/14,"$1,700.00 "
TINTON FALLS POLICE DEPT,"TIRE,PNEUMATIC,VEHICULAR",3,2/15/14,"$1,293.45 "
TINTON FALLS POLICE DEPT,"STRAP,WEBBING",25,2/15/14,"$4,690.50 "
TINTON FALLS POLICE DEPT,ASSAULT PACK,22,2/15/14,"$1,979.34 "
TINTON FALLS POLICE DEPT,ASSAULT PACK,9,2/15/14,$809.73 
TINTON FALLS POLICE DEPT,"UNDERWEAR AND NIGHTWEAR, MENS",50,2/15/14,"$1,750.00 "
TINTON FALLS POLICE DEPT,"INTRENCHING TOOL,HAND",31,2/15/14,"$3,664.51 "
TINTON FALLS POLICE DEPT,"BLANKET,BED",20,2/19/14,$219.00 
TINTON FALLS POLICE DEPT,SLEEPING BAG,20,4/8/14,"$1,317.20 "
TINTON FALLS POLICE DEPT,"TRUCK,UTILITY",1,3/27/14,"$50,458.00 "
TINTON FALLS POLICE DEPT,"TRUCK,UTILITY",1,3/27/14,"$50,458.00 "
TINTON FALLS POLICE DEPT,"SHIRT,COLD WEATHER",1,3/30/14,$60.25 
TINTON FALLS POLICE DEPT,"SHIRT,COLD WEATHER",1,2/27/14,$60.25 
TINTON FALLS POLICE DEPT,"TOWBAR,MOTOR VEHICLE",2,3/8/14,"$3,860.00 "
TINTON FALLS POLICE DEPT,"COMPRESSOR  UNIT,RECIPROCATING",1,2/19/14,"$5,283.00 "
TINTON FALLS POLICE DEPT,TRUCK TRACTOR,4,2/15/14,"$302,215.52 "
TINTON FALLS POLICE DEPT,BRAKE SHOE SET,3,2/19/14,$133.62 
TINTON FALLS POLICE DEPT,"FLOODLIGHT SET,TRAILER MOUNTED",1,3/8/14,"$4,489.00 "
TINTON FALLS POLICE DEPT,"WRENCH,BOX",2,3/30/14,$208.38 
TINTON FALLS POLICE DEPT,"BRACKET,TOW  HOOK",6,3/8/14,$379.20 
TINTON FALLS POLICE DEPT,"TRUCK,DUMP",1,3/8/14,"$196,327.00 "
TINTON FALLS POLICE DEPT,"TRUCK,DUMP",1,3/8/14,"$196,327.00 "
TINTON FALLS POLICE DEPT,"FIRST AID KIT,UNIVERSAL",50,3/30/14,"$4,541.00 "
TINTON FALLS POLICE DEPT,"TRUCK,UTILITY",1,2/27/14,"$49,897.00 "
TINTON FALLS POLICE DEPT,"TRUCK,UTILITY",1,2/27/14,"$49,897.00 "
TINTON FALLS POLICE DEPT,"PARTS KIT,WINCH,OVE",5,3/8/14,"$26,315.00 "
TINTON FALLS POLICE DEPT,BINOCULAR,1,3/30/14,$354.00 
TINTON FALLS POLICE DEPT,"LITTER,FOLDING,RIGID  POLE",2,3/30/14,$634.26 
TINTON FALLS POLICE DEPT,"PARTS KIT,SEAT,VEHICULAR",1,3/8/14,$809.00 
TINTON FALLS POLICE DEPT,"TOOL KIT,GENERAL MECHANIC'S",1,3/8/14,"$8,554.00 "
TINTON FALLS POLICE DEPT,"TRUCK,UTILITY",1,2/27/14,"$49,897.00 "
TINTON FALLS POLICE DEPT,"VEST,TACTICAL LOAD CARRYING",1,3/30/14,$48.97 
TINTON FALLS POLICE DEPT,"VEST,TACTICAL LOAD CARRYING",1,5/5/14,$48.97 
TINTON FALLS POLICE DEPT,"CLEANING KIT,GUN",1,4/1/14,$81.81 
TINTON FALLS POLICE DEPT,REFRIGERATOR,10,3/30/14,"$2,500.00 "
TINTON FALLS POLICE DEPT,"MAGAZINE,CARTRIDGE",40,3/30/14,$399.20 
TINTON FALLS POLICE DEPT,"SIGHT,REFLEX",5,3/30/14,"$1,700.00 "
TINTON FALLS POLICE DEPT,CARRIER ASSEMBLY,31,4/8/14,$975.57 
TINTON FALLS POLICE DEPT,"CHEST,AMMUNITION",20,3/30/14,$222.00 
TINTON FALLS POLICE DEPT,"CHEST,AMMUNITION",20,3/30/14,$222.00 
TINTON FALLS POLICE DEPT,BALLISTIC SHIELDS,1,5/6/14,"$1,116.59 "
TINTON FALLS POLICE DEPT,"VEST,TACTICAL LOAD CARRYING",5,3/30/14,$244.85 
TINTON FALLS POLICE DEPT,"TRUCK,CARGO",1,3/31/14,"$67,139.00 "
TINTON FALLS POLICE DEPT,"PARTS KIT,BRAKE SHOE",1,4/1/14,$147.63 
TINTON FALLS POLICE DEPT,"SIGHT,REFLEX",2,3/30/14,$680.00 
TINTON FALLS POLICE DEPT,"CABLE KIT,SPECIAL POWER",2,3/30/14,$792.00 
TINTON FALLS POLICE DEPT,"WINCH,ELECTRIC",2,3/30/14,"$6,550.00 "
TINTON FALLS POLICE DEPT,"WRENCH,IMPACT,HYDRAULIC",1,3/30/14,"$2,297.00 "
TINTON FALLS POLICE DEPT,"TOOL KIT,SMALL ARMS",1,3/30/14,"$2,147.00 "
TINTON FALLS POLICE DEPT,"PARTS KIT,SEAT,VEHICULAR",5,3/30/14,"$4,045.00 "
TINTON FALLS POLICE DEPT,"LADDER,VEHICLE  BOARDING",1,3/30/14,$200.00 
TINTON FALLS POLICE DEPT,"LADDER,VEHICLE  BOARDING",1,3/30/14,$200.00 
TINTON FALLS POLICE DEPT,"LIGHT KIT,WEAPONS",2,3/30/14,"$14,408.76 "
TINTON FALLS POLICE DEPT,"LIGHT KIT,WEAPONS",2,3/30/14,"$14,408.76 "
TINTON FALLS POLICE DEPT,"LIGHT KIT,WEAPONS",2,3/30/14,"$14,408.76 "
TINTON FALLS POLICE DEPT,"HEATER,SPACE,ELECTRIC",5,3/30/14,$478.95 
TINTON FALLS POLICE DEPT,"SHIRT,COLD WEATHER",10,4/1/14,$602.50 
TINTON FALLS POLICE DEPT,"TOOL KIT,GENERAL MECHANIC'S",1,3/30/14,"$1,069.00 "
TINTON FALLS POLICE DEPT,"BAG,SAND",30,3/30/14,"$4,751.10 "
TINTON FALLS POLICE DEPT,"BUILDING,PREFABRICATED,PANELIZED",1,4/1/14,"$3,190.41 "
TINTON FALLS POLICE DEPT,"TRUCK,DUMP",1,5/5/14,"$211,764.00 "
TINTON FALLS POLICE DEPT,"PAN AND TILT ASSEMBLY,THERMAL VIEWER",1,7/16/14,"$2,914.00 "
TINTON FALLS POLICE DEPT,"PAN AND TILT ASSEMBLY,THERMAL VIEWER",1,7/16/14,"$2,914.00 "
TINTON FALLS POLICE DEPT,AIR CONDITIONER,1,7/16/14,"$2,697.00 "
TINTON FALLS POLICE DEPT,"PARTS KIT,VEHICULAR LIGHTING",3,7/28/14,"$9,579.00 "
TINTON FALLS POLICE DEPT,"TRUNK,LOCKER",5,7/28/14,$522.65 
TINTON FALLS POLICE DEPT,OPTICAL SIGHTING AND RANGING EQUIPMENT,1,7/28/14,"$5,000.00 "
TINTON FALLS POLICE DEPT,COT,10,7/28/14,"$1,199.50 "
TINTON FALLS POLICE DEPT,FLASHLIGHT,15,7/28/14,"$4,432.20 "
TINTON FALLS POLICE DEPT,"PUMP UNIT,CENTRIFUGAL",1,8/7/14,"$2,584.00 "
TINTON FALLS POLICE DEPT,"GLOVE SHELLS,COLD WEATHER",35,8/18/14,"$1,614.55 "
TINTON FALLS POLICE DEPT,"GLOVE SHELLS,COLD WEATHER",5,8/18/14,$230.65 
TINTON FALLS POLICE DEPT,"GLOVE SHELLS,COLD WEATHER",5,8/18/14,$228.50 
TINTON FALLS POLICE DEPT,"REGULATOR,PRESSURE,MEDICAL GAS ADMINISTRATION APPARATUS",5,8/21/14,"$1,033.55 "
TINTON FALLS POLICE DEPT,"REGULATOR,PRESSURE,MEDICAL GAS ADMINISTRATION APPARATUS",4,8/21/14,$826.84 
TINTON FALLS POLICE DEPT,"TOOL KIT,GENERAL MECHANIC'S",5,8/7/14,"$9,025.00 "
TINTON FALLS POLICE DEPT,"PINTLE  ASSEMBLY,TOWING",4,8/7/14,$958.84 
TINTON FALLS POLICE DEPT,"SLING,3 POINT COMBAT ASSAULT SYSTEM",10,9/26/14,$172.70 
TINTON FALLS POLICE DEPT,"RESCUE HOOK,SURVIVAL",39,8/21/14,"$1,320.93 "
TINTON FALLS POLICE DEPT,TOOL AND HARDWARE BOXES,10,8/21/14,$180.00 
TINTON FALLS POLICE DEPT,"LIGHT KIT,WEAPONS",3,10/7/14,"$21,613.14 "
TINTON FALLS POLICE DEPT,"BAG,MEDICAL",45,9/16/14,"$21,093.30 "
TINTON FALLS POLICE DEPT,"LOADER,SCOOP TYPE",1,9/16/14,"$16,100.91 "
TINTON FALLS POLICE DEPT,"LOADER,SCOOP TYPE",1,9/16/14,"$16,100.91 "
TINTON FALLS POLICE DEPT,"GLOVE,PATIENT EXAMINING",5,9/5/14,$89.10 
TINTON FALLS POLICE DEPT,SEARCHLIGHT,2,9/5/14,"$3,431.58 "
TINTON FALLS POLICE DEPT,"GLOVES,SURGEONS'",2,9/26/14,$653.86 
TINTON FALLS POLICE DEPT,"LADDER,TACTICAL ASSAULT",1,9/26/14,"$1,165.03 "
TINTON FALLS POLICE DEPT,SEARCHLIGHT,20,9/26/14,"$1,181.40 "
TINTON FALLS POLICE DEPT,SEARCHLIGHT,10,9/16/14,"$8,448.50 "
TINTON FALLS POLICE DEPT,"RACK,STORAGE,SMALL ARMS",1,9/16/14,$239.95 
TINTON FALLS POLICE DEPT,"SOCKS,EXTREME COLD WEATHER",19,9/26/14,$454.86 
TINTON FALLS POLICE DEPT,COT,5,9/26/14,$200.00 
TINTON FALLS POLICE DEPT,"CLEANING KIT,GUN",5,9/26/14,$308.20 
TINTON FALLS POLICE DEPT,"TOOL KIT,GENERAL MECHANIC'S",1,9/26/14,"$1,805.00 "
TINTON FALLS POLICE DEPT,"CABINET, TOOL",4,9/26/14,$800.00 
TINTON FALLS POLICE DEPT,"RECEIVER-TRANSMITTER,RADIO",15,9/26/14,"$56,402.55 "
TINTON FALLS POLICE DEPT,"RECEIVER-TRANSMITTER,RADIO",20,9/26/14,"$75,203.40 "
TINTON FALLS POLICE DEPT,"RECEIVER-TRANSMITTER,RADIO",10,9/26/14,"$37,601.70 "
TINTON FALLS POLICE DEPT,"RECEIVER-TRANSMITTER,RADIO",12,9/26/14,"$45,122.04 "
TINTON FALLS POLICE DEPT,"TOOL KIT,GENERAL MECHANIC'S",20,9/26/14,"$5,780.00 "
TINTON FALLS POLICE DEPT,"CONTAINER,K-9 TRANSPORT",2,9/26/14,"$55,653.60 "
TINTON FALLS POLICE DEPT,"GENERATOR,HAND HELD",6,9/26/14,"$5,319.90 "
TINTON FALLS POLICE DEPT,BINOCULAR,3,10/2/14,$432.21 
TINTON FALLS POLICE DEPT,"TRUCK,LIFT,FORK",1,10/14/14,"$72,370.00 "
TINTON FALLS POLICE DEPT,"GENERATOR SET,GASOLINE ENGINE",1,10/7/14,"$1,511.25 "
TINTON FALLS POLICE DEPT,"PARTS KIT,VEHICULAR LIGHTING",10,10/14/14,"$31,930.00 "
TINTON FALLS POLICE DEPT,HEADLIGHT,10,10/2/14,$829.20 
TINTON FALLS POLICE DEPT,MISC MATERIALS HANDLING EQUIPMENT,1,11/12/14,$0.00 
TINTON FALLS POLICE DEPT,"TOOL BOX,PORTABLE",1,10/2/14,$61.20 
TINTON FALLS POLICE DEPT,"TOOL BOX,PORTABLE",1,10/2/14,$61.20 
TINTON FALLS POLICE DEPT,"TOOL BOX,PORTABLE",1,10/2/14,$61.20 
TINTON FALLS POLICE DEPT,"TOOL BOX,PORTABLE",1,10/2/14,$61.20 
TINTON FALLS POLICE DEPT,"TOOL BOX,PORTABLE",1,10/2/14,$61.20 
TINTON FALLS POLICE DEPT,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",2,10/14/14,"$24,126.14 "
TINTON FALLS POLICE DEPT,"DRESSING,FIRST AID,FIELD",50,10/7/14,$179.50 
TINTON FALLS POLICE DEPT,BINOCULAR,5,10/16/14,$740.90 
TINTON FALLS POLICE DEPT,"COMPRESSOR UNIT,CENTRIFUGAL",1,11/5/14,"$4,045.78 "
TINTON FALLS POLICE DEPT,CLOTHES DRYER,1,10/14/14,$450.00 
TINTON FALLS POLICE DEPT,"TOOL KIT,ELECTRONIC SYSTEM",1,10/14/14,$408.55 
TINTON FALLS POLICE DEPT,TENT,2,11/5/14,"$7,636.16 "
TINTON FALLS POLICE DEPT,"WRENCH SET,SOCKET",1,11/5/14,$464.30 
TINTON FALLS POLICE DEPT,"PARTS KIT,VEHICULAR LIGHTING",10,11/5/14,"$31,930.00 "
TINTON FALLS POLICE DEPT,"TRIPOD, CAMERA",1,11/12/14,$0.00 
TINTON FALLS POLICE DEPT,PRESSURE WASHER,1,11/5/14,$0.00 
TINTON FALLS POLICE DEPT,"MASK,FIELD,PAINTBAL",10,11/3/14,$469.20 
TINTON FALLS POLICE DEPT,"NRP,HEADSET ASSEMBL",30,11/5/14,"$8,280.00 "
TINTON FALLS POLICE DEPT,"TOOL KIT,CARPENTER'S",1,11/12/14,"$1,220.00 "
TINTON FALLS POLICE DEPT,"CABLE  ASSEMBLY,POWER,ELECTRICAL",2,11/12/14,$653.08 
TINTON FALLS POLICE DEPT,"CABLE  ASSEMBLY,POWER,ELECTRICAL",2,11/12/14,$653.08 
TINTON FALLS POLICE DEPT,"PARTS KIT,VEHICULAR LIGHTING",15,11/12/14,"$47,895.00 "
TOMS RIVER TOWNSHIP POLICE DEPT,"SHIPPING AND STORAGE CONTAINER,CARTRIDGE",12,9/30/14,$267.12 
TOMS RIVER TOWNSHIP POLICE DEPT,"SHIPPING AND STORAGE CONTAINER,CARTRIDGE",20,9/30/14,$445.20 
TOMS RIVER TOWNSHIP POLICE DEPT,FLAGPOLE,1,9/30/14,"$9,473.75 "
TOMS RIVER TOWNSHIP POLICE DEPT,FLAGPOLE,1,9/30/14,"$9,473.75 "
TOMS RIVER TOWNSHIP POLICE DEPT,"FACESHIELD,MILITARY,RIOT  CONTROL",40,9/30/14,"$1,494.00 "
TOMS RIVER TOWNSHIP POLICE DEPT,"RANGE FINDER,LASER",1,10/3/14,"$27,897.00 "
TOMS RIVER TOWNSHIP POLICE DEPT,TOOLBOX,1,9/30/14,$194.00 
TOMS RIVER TOWNSHIP POLICE DEPT,"CASE,INFRARED  EQUIPMENT",1,9/30/14,$30.47 
TOMS RIVER TOWNSHIP POLICE DEPT,"SHIPPING AND STORAGE CONTAINER,SMALL ARM",1,9/30/14,$596.37 
TOMS RIVER TOWNSHIP POLICE DEPT,"RESCUE AND TRANSPORT SYSTEM,PATIENT",2,9/30/14,"$1,412.06 "
