agency,county,item,quantity,date_received,total_cost
TINTON FALLS POLICE DEPT,MONMOUTH,"FIRST AID KIT,UNIVERSAL",50,3/30/14,"$4,541.00 "
TINTON FALLS POLICE DEPT,MONMOUTH,"TRUCK,UTILITY",1,2/27/14,"$49,897.00 "
TINTON FALLS POLICE DEPT,MONMOUTH,"TRUCK,UTILITY",1,2/27/14,"$49,897.00 "
TINTON FALLS POLICE DEPT,MONMOUTH,"PARTS KIT,WINCH,OVE",5,3/8/14,"$26,315.00 "
TINTON FALLS POLICE DEPT,MONMOUTH,BINOCULAR,1,3/30/14,$354.00 
TINTON FALLS POLICE DEPT,MONMOUTH,"LITTER,FOLDING,RIGID  POLE",2,3/30/14,$634.26 
TINTON FALLS POLICE DEPT,MONMOUTH,"PARTS KIT,SEAT,VEHICULAR",1,3/8/14,$809.00 
TINTON FALLS POLICE DEPT,MONMOUTH,"TOOL KIT,GENERAL MECHANIC'S",1,3/8/14,"$8,554.00 "
TINTON FALLS POLICE DEPT,MONMOUTH,"TRUCK,UTILITY",1,2/27/14,"$49,897.00 "
TINTON FALLS POLICE DEPT,MONMOUTH,"VEST,TACTICAL LOAD CARRYING",1,3/30/14,$48.97 
TINTON FALLS POLICE DEPT,MONMOUTH,"VEST,TACTICAL LOAD CARRYING",1,5/5/14,$48.97 
TINTON FALLS POLICE DEPT,MONMOUTH,"CLEANING KIT,GUN",1,4/1/14,$81.81 
TINTON FALLS POLICE DEPT,MONMOUTH,REFRIGERATOR,10,3/30/14,"$2,500.00 "
TINTON FALLS POLICE DEPT,MONMOUTH,"MAGAZINE,CARTRIDGE",40,3/30/14,$399.20 
TINTON FALLS POLICE DEPT,MONMOUTH,"SIGHT,REFLEX",5,3/30/14,"$1,700.00 "
TINTON FALLS POLICE DEPT,MONMOUTH,CARRIER ASSEMBLY,31,4/8/14,$975.57 
TINTON FALLS POLICE DEPT,MONMOUTH,"CHEST,AMMUNITION",20,3/30/14,$222.00 
TINTON FALLS POLICE DEPT,MONMOUTH,"CHEST,AMMUNITION",20,3/30/14,$222.00 
TINTON FALLS POLICE DEPT,MONMOUTH,BALLISTIC SHIELDS,1,5/6/14,"$1,116.59 "
TINTON FALLS POLICE DEPT,MONMOUTH,"VEST,TACTICAL LOAD CARRYING",5,3/30/14,$244.85 
TINTON FALLS POLICE DEPT,MONMOUTH,"TRUCK,CARGO",1,3/31/14,"$67,139.00 "
TINTON FALLS POLICE DEPT,MONMOUTH,"PARTS KIT,BRAKE SHOE",1,4/1/14,$147.63 
TINTON FALLS POLICE DEPT,MONMOUTH,"SIGHT,REFLEX",2,3/30/14,$680.00 
TINTON FALLS POLICE DEPT,MONMOUTH,"CABLE KIT,SPECIAL POWER",2,3/30/14,$792.00 
TINTON FALLS POLICE DEPT,MONMOUTH,"WINCH,ELECTRIC",2,3/30/14,"$6,550.00 "
TINTON FALLS POLICE DEPT,MONMOUTH,"WRENCH,IMPACT,HYDRAULIC",1,3/30/14,"$2,297.00 "
TINTON FALLS POLICE DEPT,MONMOUTH,"TOOL KIT,SMALL ARMS",1,3/30/14,"$2,147.00 "
TINTON FALLS POLICE DEPT,MONMOUTH,"PARTS KIT,SEAT,VEHICULAR",5,3/30/14,"$4,045.00 "
TINTON FALLS POLICE DEPT,MONMOUTH,"LADDER,VEHICLE  BOARDING",1,3/30/14,$200.00 
TINTON FALLS POLICE DEPT,MONMOUTH,"LADDER,VEHICLE  BOARDING",1,3/30/14,$200.00 
TINTON FALLS POLICE DEPT,MONMOUTH,"LIGHT KIT,WEAPONS",2,3/30/14,"$14,408.76 "
TINTON FALLS POLICE DEPT,MONMOUTH,"LIGHT KIT,WEAPONS",2,3/30/14,"$14,408.76 "
TINTON FALLS POLICE DEPT,MONMOUTH,"LIGHT KIT,WEAPONS",2,3/30/14,"$14,408.76 "
TINTON FALLS POLICE DEPT,MONMOUTH,"HEATER,SPACE,ELECTRIC",5,3/30/14,$478.95 
TINTON FALLS POLICE DEPT,MONMOUTH,"SHIRT,COLD WEATHER",10,4/1/14,$602.50 
TINTON FALLS POLICE DEPT,MONMOUTH,"TOOL KIT,GENERAL MECHANIC'S",1,3/30/14,"$1,069.00 "
TINTON FALLS POLICE DEPT,MONMOUTH,"BAG,SAND",30,3/30/14,"$4,751.10 "
TINTON FALLS POLICE DEPT,MONMOUTH,"BUILDING,PREFABRICATED,PANELIZED",1,4/1/14,"$3,190.41 "
TINTON FALLS POLICE DEPT,MONMOUTH,"TRUCK,DUMP",1,5/5/14,"$211,764.00 "
TINTON FALLS POLICE DEPT,MONMOUTH,"PAN AND TILT ASSEMBLY,THERMAL VIEWER",1,7/16/14,"$2,914.00 "
TINTON FALLS POLICE DEPT,MONMOUTH,"PAN AND TILT ASSEMBLY,THERMAL VIEWER",1,7/16/14,"$2,914.00 "
TINTON FALLS POLICE DEPT,MONMOUTH,AIR CONDITIONER,1,7/16/14,"$2,697.00 "
TINTON FALLS POLICE DEPT,MONMOUTH,"PARTS KIT,VEHICULAR LIGHTING",3,7/28/14,"$9,579.00 "
TINTON FALLS POLICE DEPT,MONMOUTH,"TRUNK,LOCKER",5,7/28/14,$522.65 
TINTON FALLS POLICE DEPT,MONMOUTH,OPTICAL SIGHTING AND RANGING EQUIPMENT,1,7/28/14,"$5,000.00 "
TINTON FALLS POLICE DEPT,MONMOUTH,COT,10,7/28/14,"$1,199.50 "
TINTON FALLS POLICE DEPT,MONMOUTH,FLASHLIGHT,15,7/28/14,"$4,432.20 "
TINTON FALLS POLICE DEPT,MONMOUTH,"PUMP UNIT,CENTRIFUGAL",1,8/7/14,"$2,584.00 "
TINTON FALLS POLICE DEPT,MONMOUTH,"GLOVE SHELLS,COLD WEATHER",35,8/18/14,"$1,614.55 "
TINTON FALLS POLICE DEPT,MONMOUTH,"GLOVE SHELLS,COLD WEATHER",5,8/18/14,$230.65 
TINTON FALLS POLICE DEPT,MONMOUTH,"GLOVE SHELLS,COLD WEATHER",5,8/18/14,$228.50 
TINTON FALLS POLICE DEPT,MONMOUTH,"REGULATOR,PRESSURE,MEDICAL GAS ADMINISTRATION APPARATUS",5,8/21/14,"$1,033.55 "
TINTON FALLS POLICE DEPT,MONMOUTH,"REGULATOR,PRESSURE,MEDICAL GAS ADMINISTRATION APPARATUS",4,8/21/14,$826.84 
TINTON FALLS POLICE DEPT,MONMOUTH,"TOOL KIT,GENERAL MECHANIC'S",5,8/7/14,"$9,025.00 "
TINTON FALLS POLICE DEPT,MONMOUTH,"PINTLE  ASSEMBLY,TOWING",4,8/7/14,$958.84 
TINTON FALLS POLICE DEPT,MONMOUTH,"SLING,3 POINT COMBAT ASSAULT SYSTEM",10,9/26/14,$172.70 
TINTON FALLS POLICE DEPT,MONMOUTH,"RESCUE HOOK,SURVIVAL",39,8/21/14,"$1,320.93 "
TINTON FALLS POLICE DEPT,MONMOUTH,TOOL AND HARDWARE BOXES,10,8/21/14,$180.00 
TINTON FALLS POLICE DEPT,MONMOUTH,"LIGHT KIT,WEAPONS",3,10/7/14,"$21,613.14 "
TINTON FALLS POLICE DEPT,MONMOUTH,"BAG,MEDICAL",45,9/16/14,"$21,093.30 "
TINTON FALLS POLICE DEPT,MONMOUTH,"LOADER,SCOOP TYPE",1,9/16/14,"$16,100.91 "
TINTON FALLS POLICE DEPT,MONMOUTH,"LOADER,SCOOP TYPE",1,9/16/14,"$16,100.91 "
TINTON FALLS POLICE DEPT,MONMOUTH,"GLOVE,PATIENT EXAMINING",5,9/5/14,$89.10 
TINTON FALLS POLICE DEPT,MONMOUTH,SEARCHLIGHT,2,9/5/14,"$3,431.58 "
TINTON FALLS POLICE DEPT,MONMOUTH,"GLOVES,SURGEONS'",2,9/26/14,$653.86 
TINTON FALLS POLICE DEPT,MONMOUTH,"LADDER,TACTICAL ASSAULT",1,9/26/14,"$1,165.03 "
TINTON FALLS POLICE DEPT,MONMOUTH,SEARCHLIGHT,20,9/26/14,"$1,181.40 "
TINTON FALLS POLICE DEPT,MONMOUTH,SEARCHLIGHT,10,9/16/14,"$8,448.50 "
TINTON FALLS POLICE DEPT,MONMOUTH,"RACK,STORAGE,SMALL ARMS",1,9/16/14,$239.95 
TINTON FALLS POLICE DEPT,MONMOUTH,"SOCKS,EXTREME COLD WEATHER",19,9/26/14,$454.86 
TINTON FALLS POLICE DEPT,MONMOUTH,COT,5,9/26/14,$200.00 
TINTON FALLS POLICE DEPT,MONMOUTH,"CLEANING KIT,GUN",5,9/26/14,$308.20 
TINTON FALLS POLICE DEPT,MONMOUTH,"TOOL KIT,GENERAL MECHANIC'S",1,9/26/14,"$1,805.00 "
TINTON FALLS POLICE DEPT,MONMOUTH,"CABINET, TOOL",4,9/26/14,$800.00 
TINTON FALLS POLICE DEPT,MONMOUTH,"RECEIVER-TRANSMITTER,RADIO",15,9/26/14,"$56,402.55 "
TINTON FALLS POLICE DEPT,MONMOUTH,"RECEIVER-TRANSMITTER,RADIO",20,9/26/14,"$75,203.40 "
TINTON FALLS POLICE DEPT,MONMOUTH,"RECEIVER-TRANSMITTER,RADIO",10,9/26/14,"$37,601.70 "
TINTON FALLS POLICE DEPT,MONMOUTH,"RECEIVER-TRANSMITTER,RADIO",12,9/26/14,"$45,122.04 "
TINTON FALLS POLICE DEPT,MONMOUTH,"TOOL KIT,GENERAL MECHANIC'S",20,9/26/14,"$5,780.00 "
TINTON FALLS POLICE DEPT,MONMOUTH,"CONTAINER,K-9 TRANSPORT",2,9/26/14,"$55,653.60 "
TINTON FALLS POLICE DEPT,MONMOUTH,"GENERATOR,HAND HELD",6,9/26/14,"$5,319.90 "
TINTON FALLS POLICE DEPT,MONMOUTH,BINOCULAR,3,10/2/14,$432.21 
TINTON FALLS POLICE DEPT,MONMOUTH,"TRUCK,LIFT,FORK",1,10/14/14,"$72,370.00 "
TINTON FALLS POLICE DEPT,MONMOUTH,"GENERATOR SET,GASOLINE ENGINE",1,10/7/14,"$1,511.25 "
TINTON FALLS POLICE DEPT,MONMOUTH,"PARTS KIT,VEHICULAR LIGHTING",10,10/14/14,"$31,930.00 "
TINTON FALLS POLICE DEPT,MONMOUTH,HEADLIGHT,10,10/2/14,$829.20 
TINTON FALLS POLICE DEPT,MONMOUTH,MISC MATERIALS HANDLING EQUIPMENT,1,11/12/14,$0.00 
TINTON FALLS POLICE DEPT,MONMOUTH,"TOOL BOX,PORTABLE",1,10/2/14,$61.20 
TINTON FALLS POLICE DEPT,MONMOUTH,"TOOL BOX,PORTABLE",1,10/2/14,$61.20 
TINTON FALLS POLICE DEPT,MONMOUTH,"TOOL BOX,PORTABLE",1,10/2/14,$61.20 
TINTON FALLS POLICE DEPT,MONMOUTH,"TOOL BOX,PORTABLE",1,10/2/14,$61.20 
TINTON FALLS POLICE DEPT,MONMOUTH,"TOOL BOX,PORTABLE",1,10/2/14,$61.20 
TINTON FALLS POLICE DEPT,MONMOUTH,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",2,10/14/14,"$24,126.14 "
TINTON FALLS POLICE DEPT,MONMOUTH,"DRESSING,FIRST AID,FIELD",50,10/7/14,$179.50 
TINTON FALLS POLICE DEPT,MONMOUTH,BINOCULAR,5,10/16/14,$740.90 
TINTON FALLS POLICE DEPT,MONMOUTH,"COMPRESSOR UNIT,CENTRIFUGAL",1,11/5/14,"$4,045.78 "
TINTON FALLS POLICE DEPT,MONMOUTH,CLOTHES DRYER,1,10/14/14,$450.00 
TINTON FALLS POLICE DEPT,MONMOUTH,"TOOL KIT,ELECTRONIC SYSTEM",1,10/14/14,$408.55 
TINTON FALLS POLICE DEPT,MONMOUTH,TENT,2,11/5/14,"$7,636.16 "
TINTON FALLS POLICE DEPT,MONMOUTH,"WRENCH SET,SOCKET",1,11/5/14,$464.30 
TINTON FALLS POLICE DEPT,MONMOUTH,"PARTS KIT,VEHICULAR LIGHTING",10,11/5/14,"$31,930.00 "
TINTON FALLS POLICE DEPT,MONMOUTH,"TRIPOD, CAMERA",1,11/12/14,$0.00 
TINTON FALLS POLICE DEPT,MONMOUTH,PRESSURE WASHER,1,11/5/14,$0.00 
TINTON FALLS POLICE DEPT,MONMOUTH,"MASK,FIELD,PAINTBAL",10,11/3/14,$469.20 
TINTON FALLS POLICE DEPT,MONMOUTH,"NRP,HEADSET ASSEMBL",30,11/5/14,"$8,280.00 "
TINTON FALLS POLICE DEPT,MONMOUTH,"TOOL KIT,CARPENTER'S",1,11/12/14,"$1,220.00 "
TINTON FALLS POLICE DEPT,MONMOUTH,"CABLE  ASSEMBLY,POWER,ELECTRICAL",2,11/12/14,$653.08 
TINTON FALLS POLICE DEPT,MONMOUTH,"CABLE  ASSEMBLY,POWER,ELECTRICAL",2,11/12/14,$653.08 
TINTON FALLS POLICE DEPT,MONMOUTH,"PARTS KIT,VEHICULAR LIGHTING",15,11/12/14,"$47,895.00 "
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,"SHIPPING AND STORAGE CONTAINER,CARTRIDGE",12,9/30/14,$267.12 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,"SHIPPING AND STORAGE CONTAINER,CARTRIDGE",20,9/30/14,$445.20 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,FLAGPOLE,1,9/30/14,"$9,473.75 "
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,FLAGPOLE,1,9/30/14,"$9,473.75 "
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,"FACESHIELD,MILITARY,RIOT  CONTROL",40,9/30/14,"$1,494.00 "
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,"RANGE FINDER,LASER",1,10/3/14,"$27,897.00 "
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,TOOLBOX,1,9/30/14,$194.00 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,"CASE,INFRARED  EQUIPMENT",1,9/30/14,$30.47 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,"SHIPPING AND STORAGE CONTAINER,SMALL ARM",1,9/30/14,$596.37 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,"RESCUE AND TRANSPORT SYSTEM,PATIENT",2,9/30/14,"$1,412.06 "
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,LUGGAGE,30,9/30/14,$750.00 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,SHIPPING CASE,4,9/30/14,$800.00 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,"BRUSH,CLEANING,SMALL  ARMS",50,9/30/14,$23.50 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,"LOCKER,STOWAGE,FLAM",1,10/2/14,"$4,333.82 "
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,"CHEST,AMMUNITION",216,9/30/14,$838.08 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,"CHEST,AMMUNITION",144,9/30/14,"$1,598.40 "
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,"HELMET,MOUNT,BRACKE",6,9/30/14,"$1,682.28 "
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,"HELMET,MOUNT,BRACKE",24,9/30/14,"$6,729.12 "
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,"LIGHT,CHEMILUMINESCENT",5,10/3/14,$74.90 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,"CLEANING KIT,GUN",1,10/3/14,$58.00 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,"TRUCK,UTILITY",1,10/6/14,"$41,061.00 "
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,"ALL TERRAIN VEHICLE, AG/BVUS",1,10/9/14,"$6,999.00 "
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,"FLOODLIGHT SET,TRAILER MOUNTED",1,10/9/14,"$4,489.00 "
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,"SAW,CHAIN",1,10/20/14,$500.51 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,CASE,3,10/20/14,$900.00 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,"POUCH,INDIVIDUAL FIRST AID KIT",45,10/20/14,$569.70 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,SHIPPING CASE,2,10/20/14,$400.00 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,"BLADDER,HYDRATION SYSTEM",50,10/20/14,$783.00 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,RIOT CONTROL SHIELD,30,11/10/14,"$2,859.60 "
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,"FIRST AID KIT,UNIVERSAL",3,11/10/14,$297.75 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,"INTERCOM AND PA SYSTEMS, EXCEPT AIRBOR",1,11/10/14,$0.00 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,"HAND TOOLS, POWER DRIVEN",1,11/10/14,$0.00 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,4/9/14,$499.00 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,4/9/14,$499.00 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,4/9/14,$499.00 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,4/9/14,$499.00 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,4/9/14,$499.00 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,4/9/14,$499.00 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,11/26/13,$138.00 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,11/26/13,$138.00 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,11/26/13,$138.00 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,11/26/13,$138.00 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,11/26/13,$138.00 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,11/26/13,$138.00 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,11/26/13,$138.00 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,4/9/14,$138.00 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,4/9/14,$138.00 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,4/9/14,$138.00 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,4/9/14,$138.00 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,4/9/14,$138.00 
TOMS RIVER TOWNSHIP POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,4/9/14,$138.00 
TOTOWA POLICE DEPT,PASSAIC,M16 ASSAULT RIFLE,1,4/24/14,$499.00 
TOTOWA POLICE DEPT,PASSAIC,M16 ASSAULT RIFLE,1,4/24/14,$499.00 
TOTOWA POLICE DEPT,PASSAIC,M16 ASSAULT RIFLE,1,4/24/14,$499.00 
TOTOWA POLICE DEPT,PASSAIC,M16 ASSAULT RIFLE,1,4/24/14,$499.00 
TOTOWA POLICE DEPT,PASSAIC,M16 ASSAULT RIFLE,1,4/24/14,$499.00 
TOTOWA POLICE DEPT,PASSAIC,M16 ASSAULT RIFLE,1,4/24/14,$499.00 
TRENTON POLICE DEPT,MERCER,M14 ASSAULT RIFLE,1,4/18/14,$138.00 
TRENTON POLICE DEPT,MERCER,M14 ASSAULT RIFLE,1,4/18/14,$138.00 
TRENTON POLICE DEPT,MERCER,M14 ASSAULT RIFLE,1,4/18/14,$138.00 
TRENTON POLICE DEPT,MERCER,M14 ASSAULT RIFLE,1,4/18/14,$138.00 
TRENTON POLICE DEPT,MERCER,M14 ASSAULT RIFLE,1,4/18/14,$138.00 
TRENTON POLICE DEPT,MERCER,M14 ASSAULT RIFLE,1,4/18/14,$138.00 
TRENTON POLICE DEPT,MERCER,M14 ASSAULT RIFLE,1,4/18/14,$138.00 
TRENTON POLICE DEPT,MERCER,M14 ASSAULT RIFLE,1,4/18/14,$138.00 
TRENTON POLICE DEPT,MERCER,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
TRENTON POLICE DEPT,MERCER,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
TRENTON POLICE DEPT,MERCER,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
TRENTON POLICE DEPT,MERCER,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
TRENTON POLICE DEPT,MERCER,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
TRENTON POLICE DEPT,MERCER,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
UNION BEACH POLICE,MONMOUTH,COMMUNICATION SUBSYSTEM,3,8/7/14,"$16,185.00 "
UNION BEACH POLICE,MONMOUTH,"INSTALLATION KIT,ELECTRONIC EQUIPMENT",1,8/7/14,"$21,518.00 "
UNION BEACH POLICE,MONMOUTH,"TREPANNING TOOL,MACHINE",1,8/7/14,$83.43 
UNION BEACH POLICE,MONMOUTH,"TRUCK,CARGO",1,10/17/14,$100.00 
UNION BEACH POLICE,MONMOUTH,"TRUNK,LOCKER",4,7/17/14,$418.12 
UNION BEACH POLICE,MONMOUTH,SLEEPING BAG,20,7/21/14,"$1,317.20 "
UNION BEACH POLICE,MONMOUTH,"CAMERA, DIGITAL",1,7/17/14,$600.00 
UNION BEACH POLICE,MONMOUTH,GAS MASK POUCH,10,7/17/14,$100.00 
UNION BEACH POLICE,MONMOUTH,JACK,1,7/17/14,"$1,498.32 "
UNION BEACH POLICE,MONMOUTH,"TRUCK,CARGO",1,8/7/14,"$67,139.00 "
UNION BEACH POLICE,MONMOUTH,"SUSPENDERS,INDIVIDUAL EQUIPMENT BELT",16,7/17/14,$200.00 
UNION BEACH POLICE,MONMOUTH,"FIELD PACK,LARGE,SET",3,7/17/14,$789.75 
UNION BEACH POLICE,MONMOUTH,"FIELD PACK,LARGE,SET",11,7/17/14,"$2,895.75 "
UNION BEACH POLICE,MONMOUTH,"SURVEYING INSTRUMENT,ELECTRONIC DISTANCE MEASURING,INFRARED",1,7/17/14,"$11,195.00 "
UNION BEACH POLICE,MONMOUTH,"CASE,SMALL ARMS AMMUNITION",1,7/17/14,$8.24 
UNION BEACH POLICE,MONMOUTH,"CASE,SMALL ARMS AMMUNITION",15,7/17/14,$123.60 
UNION BEACH POLICE,MONMOUTH,"CAMERA  SYSTEM,RECONNAISSANCE",1,7/22/14,"$8,450.00 "
UNION BEACH POLICE,MONMOUTH,"LIGHT,EXTENSION",4,7/30/14,$103.72 
UNION BEACH POLICE,MONMOUTH,"DRILLING MACHINE,UPRIGHT",1,8/1/14,$814.69 
UNION BEACH POLICE,MONMOUTH,"BLADE,HAND HACKSAW",5,7/30/14,$215.00 
UNION BEACH POLICE,MONMOUTH,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",1,8/1/14,"$31,481.00 "
UNION BEACH POLICE,MONMOUTH,"MASK ASSEMBLY,WITH SPEECH DIAPHRAGM",10,8/1/14,"$7,574.80 "
UNION BEACH POLICE,MONMOUTH,"COMPRESSOR  UNIT,RECIPROCATING",1,7/31/14,$428.87 
UNION BEACH POLICE,MONMOUTH,"LENS,INFRARED RECEIVER",2,8/1/14,"$68,550.00 "
UNION BEACH POLICE,MONMOUTH,"DEPLOYMENT KIT,RADIO FREQUENCY IDENTIFICATION",1,7/31/14,"$18,908.00 "
UNION BEACH POLICE,MONMOUTH,"TRUCK,LIFT,FORK",1,8/7/14,"$72,370.00 "
UNION BEACH POLICE,MONMOUTH,"ALL TERRAIN VEHICLE, 4 WHEEL",3,8/5/14,"$1,485.00 "
UNION BEACH POLICE,MONMOUTH,"TRAILER,FLAT BED",1,8/1/14,"$14,423.00 "
UNION BEACH POLICE,MONMOUTH,"CHEST,AMMUNITION",144,7/23/14,"$1,598.40 "
UNION BEACH POLICE,MONMOUTH,"TOOL KIT,GENERAL PURPOSE EOD",2,8/1/14,"$39,796.00 "
UNION BEACH POLICE,MONMOUTH,"BAG,MEDICAL",2,7/31/14,$937.48 
UNION BEACH POLICE,MONMOUTH,FLASHLIGHT,25,8/1/14,"$7,387.00 "
UNION BEACH POLICE,MONMOUTH,"WINDOW,VEHICULAR",5,8/1/14,"$4,508.30 "
UNION BEACH POLICE,MONMOUTH,"KIT,360 LIGHT",1,7/29/14,"$11,639.00 "
UNION BEACH POLICE,MONMOUTH,"DIAL,SCALE",2,7/30/14,$101.12 
UNION BEACH POLICE,MONMOUTH,OVERHEAD PROJECTOR,1,7/31/14,"$3,990.00 "
UNION BEACH POLICE,MONMOUTH,"EXTENSION,SOCKET WRENCH",4,7/30/14,$51.68 
UNION BEACH POLICE,MONMOUTH,"SIGHT,REFLEX",1,7/31/14,$340.00 
UNION BEACH POLICE,MONMOUTH,"MONITOR, COMPUTER",5,8/6/14,"$3,000.00 "
UNION BEACH POLICE,MONMOUTH,"TOOL KIT,GENERAL MECHANIC'S",3,7/30/14,"$5,415.00 "
UNION BEACH POLICE,MONMOUTH,"LADDER,VEHICLE  BOARDING",1,8/1/14,$421.39 
UNION BEACH POLICE,MONMOUTH,"BOX,ACCESSORIES  STOWAGE",1,7/31/14,$618.97 
UNION BEACH POLICE,MONMOUTH,"BELT,V",2,7/31/14,$67.86 
UNION BEACH POLICE,MONMOUTH,INSULATION KIT,1,8/1/14,$471.00 
UNION BEACH POLICE,MONMOUTH,"TOOL KIT,ELECTRICIAN'S",2,7/30/14,"$6,730.00 "
UNION BEACH POLICE,MONMOUTH,"CALIPER  SET,MICROMETER,OUTSIDE",2,7/30/14,"$1,595.14 "
UNION BEACH POLICE,MONMOUTH,"EXTENSION,SOCKET WRENCH",4,7/30/14,$45.60 
UNION BEACH POLICE,MONMOUTH,"GAGE,DEPTH,MICROMETER",2,7/29/14,"$1,059.14 "
UNION BEACH POLICE,MONMOUTH,"SEAL,PLAIN",4,8/1/14,$58.56 
UNION BEACH POLICE,MONMOUTH,DECAL,1,8/1/14,$48.73 
UNION BEACH POLICE,MONMOUTH,"PLATE,IDENTIFICATION",4,8/1/14,$36.24 
UNION BEACH POLICE,MONMOUTH,"FAN,CIRCULATING",3,7/31/14,$650.58 
UNION BEACH POLICE,MONMOUTH,"KIT,360 LIGHT",2,8/5/14,"$23,278.00 "
UNION BEACH POLICE,MONMOUTH,"SWITCH, NETWORK",3,7/30/14,$3.00 
UNION BEACH POLICE,MONMOUTH,"CAMERA  SYSTEM,RECONNAISSANCE",1,8/20/14,"$5,147.45 "
UNION BEACH POLICE,MONMOUTH,"EXTRACTOR SET,SCREW",3,8/20/14,$196.23 
UNION BEACH POLICE,MONMOUTH,"CAMERA, DIGITAL",1,8/20/14,$499.00 
UNION BEACH POLICE,MONMOUTH,"LIGHT,EXTENSION",2,8/20/14,$427.54 
UNION BEACH POLICE,MONMOUTH,"SIGHT,REFLEX",10,8/20/14,"$3,400.00 "
UNION BEACH POLICE,MONMOUTH,"PARKA,EXTREME COLD WEATHER",3,8/20/14,$349.95 
UNION BEACH POLICE,MONMOUTH,"PARKA,EXTREME COLD WEATHER",4,8/20/14,$466.60 
UNION BEACH POLICE,MONMOUTH,"PARKA,EXTREME COLD WEATHER",2,8/20/14,$233.30 
