agency,address,county,item,quantity,date_received,total_cost
RED BANK POLICE DEPT,"90 Monmouth St, Red Bank, NJ 07701",MONMOUTH,"TRUCK,SNOW  REMOVAL EQUIPMENT",1,5/12/14,"$583,760.00 "
RED BANK POLICE DEPT,"90 Monmouth St, Red Bank, NJ 07701",MONMOUTH,"TRUCK,UTILITY",1,5/8/14,"$41,061.00 "
RED BANK POLICE DEPT,"90 Monmouth St, Red Bank, NJ 07701",MONMOUTH,"TRUCK,UTILITY",1,5/15/14,"$47,023.00 "
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",MORRIS,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",MORRIS,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",MORRIS,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",MORRIS,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",MORRIS,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",MORRIS,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",MORRIS,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",MORRIS,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",MORRIS,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",MORRIS,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
RUMSON POLICE DEPT,"80 E River Rd, Rumson, NJ 07760",MONMOUTH,TRUCK TRACTOR,1,9/22/14,"$86,203.00 "
RUMSON POLICE DEPT,"80 E River Rd, Rumson, NJ 07760",MONMOUTH,"TRUCK,DUMP",1,10/6/14,"$92,489.00 "
RUMSON POLICE DEPT,"80 E River Rd, Rumson, NJ 07760",MONMOUTH,"TRUCK,UTILITY",1,10/20/14,"$41,061.00 "
SADDLE RIVER POLICE DEPT,"83 E Allendale Rd, Saddle River, NJ 07458",BERGEN,M16 ASSAULT RIFLE,1,4/11/14,$499.00 
SADDLE RIVER POLICE DEPT,"83 E Allendale Rd, Saddle River, NJ 07458",BERGEN,M16 ASSAULT RIFLE,1,4/11/14,$499.00 
SADDLE RIVER POLICE DEPT,"83 E Allendale Rd, Saddle River, NJ 07458",BERGEN,M16 ASSAULT RIFLE,1,4/11/14,$499.00 
SADDLE RIVER POLICE DEPT,"83 E Allendale Rd, Saddle River, NJ 07458",BERGEN,M16 ASSAULT RIFLE,1,4/11/14,$499.00 
SADDLE RIVER POLICE DEPT,"83 E Allendale Rd, Saddle River, NJ 07458",BERGEN,M16 ASSAULT RIFLE,1,4/11/14,$499.00 
SADDLE RIVER POLICE DEPT,"83 E Allendale Rd, Saddle River, NJ 07458",BERGEN,M16 ASSAULT RIFLE,1,4/11/14,$499.00 
SAYREVILLE POLICE DEPT,"1000 Main St, Sayreville, NJ 08872",MIDDLESEX,TRUCK TRACTOR,1,9/2/14,"$138,870.00 "
SAYREVILLE POLICE DEPT,"1000 Main St, Sayreville, NJ 08872",MIDDLESEX,"TRUCK,CARGO",1,9/2/14,"$67,139.00 "
SAYREVILLE POLICE DEPT,"1000 Main St, Sayreville, NJ 08872",MIDDLESEX,"TRUCK,CARGO",1,9/2/14,"$72,040.00 "
SAYREVILLE POLICE DEPT,"1000 Main St, Sayreville, NJ 08872",MIDDLESEX,"TRUCK,CARGO",1,9/16/14,"$70,613.00 "
SAYREVILLE POLICE DEPT,"1000 Main St, Sayreville, NJ 08872",MIDDLESEX,"TRUCK,LIFT,FORK",1,9/16/14,"$72,370.00 "
SAYREVILLE POLICE DEPT,"1000 Main St, Sayreville, NJ 08872",MIDDLESEX,"TRUCK,UTILITY",1,9/3/14,"$41,061.00 "
SAYREVILLE POLICE DEPT,"1000 Main St, Sayreville, NJ 08872",MIDDLESEX,"TRUCK,UTILITY",1,10/8/14,"$41,061.00 "
SAYREVILLE POLICE DEPT,"1000 Main St, Sayreville, NJ 08872",MIDDLESEX,"TRUCK,UTILITY",1,9/24/14,"$41,061.00 "
SAYREVILLE POLICE DEPT,"1000 Main St, Sayreville, NJ 08872",MIDDLESEX,"TRUCK,UTILITY",1,10/16/14,"$41,061.00 "
SAYREVILLE POLICE DEPT,"1000 Main St, Sayreville, NJ 08872",MIDDLESEX,"TRUCK,UTILITY",1,10/10/14,"$41,061.00 "
SAYREVILLE POLICE DEPT,"1000 Main St, Sayreville, NJ 08872",MIDDLESEX,"TRUCK,VAN",1,9/16/14,"$135,122.00 "
SAYREVILLE POLICE DEPT,"1000 Main St, Sayreville, NJ 08872",MIDDLESEX,"TRUCK,WRECKER",1,9/16/14,"$168,960.00 "
SCOTCH PLAINS POLICE DEPT,"430 Park Ave., Scotch Plains, NJ  07076",UNION,"SIGHT,REFLEX",15,9/26/14,"$5,100.00 "
SCOTCH PLAINS POLICE DEPT,"430 Park Ave., Scotch Plains, NJ  07076",UNION,"TRUCK,CARGO",1,11/5/14,"$67,139.00 "
SEA GIRT BOROUGH POLICE DEPT,"319 Baltimore Blvd, Sea Girt, NJ 08750",MONMOUTH,BINOCULARS,1,10/1/14,$10.00 
SEA GIRT BOROUGH POLICE DEPT,"319 Baltimore Blvd, Sea Girt, NJ 08750",MONMOUTH,"GOGGLES,INDUSTRIAL",16,10/3/14,$916.48 
SEA GIRT BOROUGH POLICE DEPT,"319 Baltimore Blvd, Sea Girt, NJ 08750",MONMOUTH,"GOGGLES,INDUSTRIAL",27,10/20/14,"$1,672.92 "
SEA GIRT BOROUGH POLICE DEPT,"319 Baltimore Blvd, Sea Girt, NJ 08750",MONMOUTH,"TRUCK,CARGO",1,9/3/14,"$67,139.00 "
SEA GIRT BOROUGH POLICE DEPT,"319 Baltimore Blvd, Sea Girt, NJ 08750",MONMOUTH,"TRUCK,CARGO",1,9/10/14,"$70,613.00 "
SEA GIRT BOROUGH POLICE DEPT,"319 Baltimore Blvd, Sea Girt, NJ 08750",MONMOUTH,"TRUCK,CARGO",1,9/10/14,"$72,040.00 "
SEA GIRT BOROUGH POLICE DEPT,"319 Baltimore Blvd, Sea Girt, NJ 08750",MONMOUTH,"TRUCK,DUMP",2,9/10/14,"$144,850.00 "
SEA GIRT BOROUGH POLICE DEPT,"319 Baltimore Blvd, Sea Girt, NJ 08750",MONMOUTH,"TRUCK,UTILITY",1,8/27/14,"$41,061.00 "
SEA GIRT BOROUGH POLICE DEPT,"319 Baltimore Blvd, Sea Girt, NJ 08750",MONMOUTH,"TRUCK,UTILITY",1,8/27/14,"$41,061.00 "
SEA GIRT BOROUGH POLICE DEPT,"319 Baltimore Blvd, Sea Girt, NJ 08750",MONMOUTH,"TRUCK,UTILITY",1,9/11/14,"$41,061.00 "
SEA GIRT BOROUGH POLICE DEPT,"319 Baltimore Blvd, Sea Girt, NJ 08750",MONMOUTH,"TRUCK,UTILITY",1,9/24/14,"$41,061.00 "
SEASIDE HEIGHTS POLICE DEPT,"116 Sherman Ave #1, Seaside Heights, NJ 08751",OCEAN,"TRUCK,UTILITY",1,10/9/14,"$47,023.00 "
SEASIDE HEIGHTS POLICE DEPT,"116 Sherman Ave #1, Seaside Heights, NJ 08751",OCEAN,"TRUCK,UTILITY",1,10/9/14,"$41,061.00 "
SEASIDE PARK POLICE DEPT,"1 MUNICIPAL PLAZA, SEASIDE PARK, NJ 08752",OCEAN,"GOGGLES,INDUSTRIAL",15,3/20/14,$859.20 
SEASIDE PARK POLICE DEPT,"1 MUNICIPAL PLAZA, SEASIDE PARK, NJ 08752",OCEAN,"SIGHT,BORE,OPTICAL",2,9/5/14,"$1,604.00 "
SEASIDE PARK POLICE DEPT,"1 MUNICIPAL PLAZA, SEASIDE PARK, NJ 08752",OCEAN,"SIGHT,REFLEX",10,3/20/14,"$3,400.00 "
SEASIDE PARK POLICE DEPT,"1 MUNICIPAL PLAZA, SEASIDE PARK, NJ 08752",OCEAN,"TRUCK,UTILITY",1,4/24/14,"$43,376.00 "
SEASIDE PARK POLICE DEPT,"1 MUNICIPAL PLAZA, SEASIDE PARK, NJ 08752",OCEAN,"TRUCK,UTILITY",1,3/20/14,"$50,458.00 "
SEASIDE PARK POLICE DEPT,"1 MUNICIPAL PLAZA, SEASIDE PARK, NJ 08752",OCEAN,"TRUCK,UTILITY",1,4/24/14,"$50,458.00 "
SHREWSBURY POLICE DEPT,"419 Sycamore Ave, Shrewsbury, NJ 07702",MONMOUTH,"TRUCK,DUMP",1,10/1/14,"$92,489.00 "
SPRING LAKE BOROUGH POLICE DEPT,"311 Washington Avenue, Spring Lake NJ 07762",MONMOUTH,TRUCK TRACTOR,1,2/15/14,"$57,454.00 "
SPRING LAKE BOROUGH POLICE DEPT,"311 Washington Avenue, Spring Lake NJ 07762",MONMOUTH,TRUCK TRACTOR,1,2/15/14,"$75,553.88 "
SPRING LAKE BOROUGH POLICE DEPT,"311 Washington Avenue, Spring Lake NJ 07762",MONMOUTH,TRUCK TRACTOR,1,5/7/14,"$75,553.88 "
SPRING LAKE BOROUGH POLICE DEPT,"311 Washington Avenue, Spring Lake NJ 07762",MONMOUTH,"TRUCK,CARGO",1,2/15/14,"$75,278.00 "
SPRING LAKE BOROUGH POLICE DEPT,"311 Washington Avenue, Spring Lake NJ 07762",MONMOUTH,"TRUCK,CARGO",1,2/15/14,"$67,139.00 "
SPRING LAKE BOROUGH POLICE DEPT,"311 Washington Avenue, Spring Lake NJ 07762",MONMOUTH,"TRUCK,UTILITY",1,2/15/14,"$41,061.00 "
SPRING LAKE BOROUGH POLICE DEPT,"311 Washington Avenue, Spring Lake NJ 07762",MONMOUTH,"TRUCK,UTILITY",1,2/15/14,"$41,061.00 "
SPRING LAKE BOROUGH POLICE DEPT,"311 Washington Avenue, Spring Lake NJ 07762",MONMOUTH,"TRUCK,UTILITY",1,2/15/14,"$41,061.00 "
SPRING LAKE BOROUGH POLICE DEPT,"311 Washington Avenue, Spring Lake NJ 07762",MONMOUTH,"TRUCK,UTILITY",1,2/15/14,"$50,458.00 "
SPRING LAKE BOROUGH POLICE DEPT,"311 Washington Avenue, Spring Lake NJ 07762",MONMOUTH,"TRUCK,UTILITY",1,5/7/14,"$47,023.00 "
SPRING LAKE BOROUGH POLICE DEPT,"311 Washington Avenue, Spring Lake NJ 07762",MONMOUTH,"TRUCK,VAN",1,2/15/14,"$111,395.00 "
SPRING LAKE BOROUGH POLICE DEPT,"311 Washington Avenue, Spring Lake NJ 07762",MONMOUTH,"TRUCK,WRECKER",1,9/26/14,"$168,960.00 "
SPRING LAKE HEIGHTS POLICE DEPT,"555 Brighton Avenue Spring Lake Heights, NJ 07762",MONMOUTH,M14 ASSAULT RIFLE,1,4/14/14,$138.00 
SPRING LAKE HEIGHTS POLICE DEPT,"555 Brighton Avenue Spring Lake Heights, NJ 07762",MONMOUTH,M14 ASSAULT RIFLE,1,4/14/14,$138.00 
SPRING LAKE HEIGHTS POLICE DEPT,"555 Brighton Avenue Spring Lake Heights, NJ 07762",MONMOUTH,M14 ASSAULT RIFLE,1,4/14/14,$138.00 
STAFFORD TOWNSHIP POLICE DEPT,"260 E Bay Ave, Manahawkin, NJ 08050",OCEAN,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
STAFFORD TOWNSHIP POLICE DEPT,"260 E Bay Ave, Manahawkin, NJ 08050",OCEAN,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
STAFFORD TOWNSHIP POLICE DEPT,"260 E Bay Ave, Manahawkin, NJ 08050",OCEAN,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
STAFFORD TOWNSHIP POLICE DEPT,"260 E Bay Ave, Manahawkin, NJ 08050",OCEAN,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
STAFFORD TOWNSHIP POLICE DEPT,"260 E Bay Ave, Manahawkin, NJ 08050",OCEAN,M14 ASSAULT RIFLE,1,7/16/12,$138.00 
STAFFORD TOWNSHIP POLICE DEPT,"260 E Bay Ave, Manahawkin, NJ 08050",OCEAN,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,"260 E Bay Ave, Manahawkin, NJ 08050",OCEAN,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,"260 E Bay Ave, Manahawkin, NJ 08050",OCEAN,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,"260 E Bay Ave, Manahawkin, NJ 08050",OCEAN,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,"260 E Bay Ave, Manahawkin, NJ 08050",OCEAN,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,"260 E Bay Ave, Manahawkin, NJ 08050",OCEAN,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,"260 E Bay Ave, Manahawkin, NJ 08050",OCEAN,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,"260 E Bay Ave, Manahawkin, NJ 08050",OCEAN,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,"260 E Bay Ave, Manahawkin, NJ 08050",OCEAN,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,"260 E Bay Ave, Manahawkin, NJ 08050",OCEAN,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,"260 E Bay Ave, Manahawkin, NJ 08050",OCEAN,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,"260 E Bay Ave, Manahawkin, NJ 08050",OCEAN,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,"260 E Bay Ave, Manahawkin, NJ 08050",OCEAN,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,"260 E Bay Ave, Manahawkin, NJ 08050",OCEAN,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,"260 E Bay Ave, Manahawkin, NJ 08050",OCEAN,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,"260 E Bay Ave, Manahawkin, NJ 08050",OCEAN,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
STAFFORD TOWNSHIP POLICE DEPT,"260 E Bay Ave, Manahawkin, NJ 08050",OCEAN,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
TINTON FALLS POLICE DEPT,"556 Tinton Ave, Tinton Falls, NJ 07724",MONMOUTH,BINOCULAR,1,3/30/14,$354.00 
TINTON FALLS POLICE DEPT,"556 Tinton Ave, Tinton Falls, NJ 07724",MONMOUTH,BINOCULAR,3,10/2/14,$432.21 
TINTON FALLS POLICE DEPT,"556 Tinton Ave, Tinton Falls, NJ 07724",MONMOUTH,BINOCULAR,5,10/16/14,$740.90 
TINTON FALLS POLICE DEPT,"556 Tinton Ave, Tinton Falls, NJ 07724",MONMOUTH,"GOGGLES,BALLISTIC",45,2/15/14,"$1,973.70 "
TINTON FALLS POLICE DEPT,"556 Tinton Ave, Tinton Falls, NJ 07724",MONMOUTH,"SIGHT,REFLEX",5,2/19/14,"$1,700.00 "
TINTON FALLS POLICE DEPT,"556 Tinton Ave, Tinton Falls, NJ 07724",MONMOUTH,"SIGHT,REFLEX",5,3/30/14,"$1,700.00 "
TINTON FALLS POLICE DEPT,"556 Tinton Ave, Tinton Falls, NJ 07724",MONMOUTH,"SIGHT,REFLEX",2,3/30/14,$680.00 
TINTON FALLS POLICE DEPT,"556 Tinton Ave, Tinton Falls, NJ 07724",MONMOUTH,TRUCK TRACTOR,4,2/15/14,"$302,215.52 "
TINTON FALLS POLICE DEPT,"556 Tinton Ave, Tinton Falls, NJ 07724",MONMOUTH,"TRUCK,CARGO",1,3/31/14,"$67,139.00 "
TINTON FALLS POLICE DEPT,"556 Tinton Ave, Tinton Falls, NJ 07724",MONMOUTH,"TRUCK,DUMP",1,3/8/14,"$196,327.00 "
TINTON FALLS POLICE DEPT,"556 Tinton Ave, Tinton Falls, NJ 07724",MONMOUTH,"TRUCK,DUMP",1,3/8/14,"$196,327.00 "
TINTON FALLS POLICE DEPT,"556 Tinton Ave, Tinton Falls, NJ 07724",MONMOUTH,"TRUCK,DUMP",1,5/5/14,"$211,764.00 "
TINTON FALLS POLICE DEPT,"556 Tinton Ave, Tinton Falls, NJ 07724",MONMOUTH,"TRUCK,LIFT,FORK",1,10/14/14,"$72,370.00 "
TINTON FALLS POLICE DEPT,"556 Tinton Ave, Tinton Falls, NJ 07724",MONMOUTH,"TRUCK,UTILITY",1,2/15/14,"$41,061.00 "
TINTON FALLS POLICE DEPT,"556 Tinton Ave, Tinton Falls, NJ 07724",MONMOUTH,"TRUCK,UTILITY",1,3/27/14,"$50,458.00 "
TINTON FALLS POLICE DEPT,"556 Tinton Ave, Tinton Falls, NJ 07724",MONMOUTH,"TRUCK,UTILITY",1,3/27/14,"$50,458.00 "
TINTON FALLS POLICE DEPT,"556 Tinton Ave, Tinton Falls, NJ 07724",MONMOUTH,"TRUCK,UTILITY",1,2/27/14,"$49,897.00 "
TINTON FALLS POLICE DEPT,"556 Tinton Ave, Tinton Falls, NJ 07724",MONMOUTH,"TRUCK,UTILITY",1,2/27/14,"$49,897.00 "
TINTON FALLS POLICE DEPT,"556 Tinton Ave, Tinton Falls, NJ 07724",MONMOUTH,"TRUCK,UTILITY",1,2/27/14,"$49,897.00 "
TOMS RIVER TOWNSHIP POLICE DEPT,"255 Oak Ave, Toms River, NJ 08753",OCEAN,M14 ASSAULT RIFLE,1,11/26/13,$138.00 
TOMS RIVER TOWNSHIP POLICE DEPT,"255 Oak Ave, Toms River, NJ 08753",OCEAN,M14 ASSAULT RIFLE,1,11/26/13,$138.00 
TOMS RIVER TOWNSHIP POLICE DEPT,"255 Oak Ave, Toms River, NJ 08753",OCEAN,M14 ASSAULT RIFLE,1,11/26/13,$138.00 
TOMS RIVER TOWNSHIP POLICE DEPT,"255 Oak Ave, Toms River, NJ 08753",OCEAN,M14 ASSAULT RIFLE,1,11/26/13,$138.00 
TOMS RIVER TOWNSHIP POLICE DEPT,"255 Oak Ave, Toms River, NJ 08753",OCEAN,M14 ASSAULT RIFLE,1,11/26/13,$138.00 
TOMS RIVER TOWNSHIP POLICE DEPT,"255 Oak Ave, Toms River, NJ 08753",OCEAN,M14 ASSAULT RIFLE,1,11/26/13,$138.00 
TOMS RIVER TOWNSHIP POLICE DEPT,"255 Oak Ave, Toms River, NJ 08753",OCEAN,M14 ASSAULT RIFLE,1,11/26/13,$138.00 
TOMS RIVER TOWNSHIP POLICE DEPT,"255 Oak Ave, Toms River, NJ 08753",OCEAN,M14 ASSAULT RIFLE,1,4/9/14,$138.00 
TOMS RIVER TOWNSHIP POLICE DEPT,"255 Oak Ave, Toms River, NJ 08753",OCEAN,M14 ASSAULT RIFLE,1,4/9/14,$138.00 
TOMS RIVER TOWNSHIP POLICE DEPT,"255 Oak Ave, Toms River, NJ 08753",OCEAN,M14 ASSAULT RIFLE,1,4/9/14,$138.00 
TOMS RIVER TOWNSHIP POLICE DEPT,"255 Oak Ave, Toms River, NJ 08753",OCEAN,M14 ASSAULT RIFLE,1,4/9/14,$138.00 
TOMS RIVER TOWNSHIP POLICE DEPT,"255 Oak Ave, Toms River, NJ 08753",OCEAN,M14 ASSAULT RIFLE,1,4/9/14,$138.00 
TOMS RIVER TOWNSHIP POLICE DEPT,"255 Oak Ave, Toms River, NJ 08753",OCEAN,M14 ASSAULT RIFLE,1,4/9/14,$138.00 
TOMS RIVER TOWNSHIP POLICE DEPT,"255 Oak Ave, Toms River, NJ 08753",OCEAN,M16 ASSAULT RIFLE,1,4/9/14,$499.00 
TOMS RIVER TOWNSHIP POLICE DEPT,"255 Oak Ave, Toms River, NJ 08753",OCEAN,M16 ASSAULT RIFLE,1,4/9/14,$499.00 
TOMS RIVER TOWNSHIP POLICE DEPT,"255 Oak Ave, Toms River, NJ 08753",OCEAN,M16 ASSAULT RIFLE,1,4/9/14,$499.00 
TOMS RIVER TOWNSHIP POLICE DEPT,"255 Oak Ave, Toms River, NJ 08753",OCEAN,M16 ASSAULT RIFLE,1,4/9/14,$499.00 
TOMS RIVER TOWNSHIP POLICE DEPT,"255 Oak Ave, Toms River, NJ 08753",OCEAN,M16 ASSAULT RIFLE,1,4/9/14,$499.00 
TOMS RIVER TOWNSHIP POLICE DEPT,"255 Oak Ave, Toms River, NJ 08753",OCEAN,M16 ASSAULT RIFLE,1,4/9/14,$499.00 
TOMS RIVER TOWNSHIP POLICE DEPT,"255 Oak Ave, Toms River, NJ 08753",OCEAN,RIOT CONTROL SHIELD,30,11/10/14,"$2,859.60 "
TOMS RIVER TOWNSHIP POLICE DEPT,"255 Oak Ave, Toms River, NJ 08753",OCEAN,"TRUCK,UTILITY",1,10/6/14,"$41,061.00 "
TOTOWA POLICE DEPT,"537 Totowa Rd, Totowa, NJ 07512",PASSAIC,M16 ASSAULT RIFLE,1,4/24/14,$499.00 
TOTOWA POLICE DEPT,"537 Totowa Rd, Totowa, NJ 07512",PASSAIC,M16 ASSAULT RIFLE,1,4/24/14,$499.00 
TOTOWA POLICE DEPT,"537 Totowa Rd, Totowa, NJ 07512",PASSAIC,M16 ASSAULT RIFLE,1,4/24/14,$499.00 
TOTOWA POLICE DEPT,"537 Totowa Rd, Totowa, NJ 07512",PASSAIC,M16 ASSAULT RIFLE,1,4/24/14,$499.00 
TOTOWA POLICE DEPT,"537 Totowa Rd, Totowa, NJ 07512",PASSAIC,M16 ASSAULT RIFLE,1,4/24/14,$499.00 
TOTOWA POLICE DEPT,"537 Totowa Rd, Totowa, NJ 07512",PASSAIC,M16 ASSAULT RIFLE,1,4/24/14,$499.00 
TRENTON POLICE DEPT,"225 N Clinton Ave, Trenton, NJ 08609",MERCER,M14 ASSAULT RIFLE,1,4/18/14,$138.00 
TRENTON POLICE DEPT,"225 N Clinton Ave, Trenton, NJ 08609",MERCER,M14 ASSAULT RIFLE,1,4/18/14,$138.00 
TRENTON POLICE DEPT,"225 N Clinton Ave, Trenton, NJ 08609",MERCER,M14 ASSAULT RIFLE,1,4/18/14,$138.00 
TRENTON POLICE DEPT,"225 N Clinton Ave, Trenton, NJ 08609",MERCER,M14 ASSAULT RIFLE,1,4/18/14,$138.00 
TRENTON POLICE DEPT,"225 N Clinton Ave, Trenton, NJ 08609",MERCER,M14 ASSAULT RIFLE,1,4/18/14,$138.00 
TRENTON POLICE DEPT,"225 N Clinton Ave, Trenton, NJ 08609",MERCER,M14 ASSAULT RIFLE,1,4/18/14,$138.00 
TRENTON POLICE DEPT,"225 N Clinton Ave, Trenton, NJ 08609",MERCER,M14 ASSAULT RIFLE,1,4/18/14,$138.00 
TRENTON POLICE DEPT,"225 N Clinton Ave, Trenton, NJ 08609",MERCER,M14 ASSAULT RIFLE,1,4/18/14,$138.00 
TRENTON POLICE DEPT,"225 N Clinton Ave, Trenton, NJ 08609",MERCER,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
TRENTON POLICE DEPT,"225 N Clinton Ave, Trenton, NJ 08609",MERCER,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
TRENTON POLICE DEPT,"225 N Clinton Ave, Trenton, NJ 08609",MERCER,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
TRENTON POLICE DEPT,"225 N Clinton Ave, Trenton, NJ 08609",MERCER,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
TRENTON POLICE DEPT,"225 N Clinton Ave, Trenton, NJ 08609",MERCER,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
TRENTON POLICE DEPT,"225 N Clinton Ave, Trenton, NJ 08609",MERCER,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
UNION BEACH POLICE,"650 Poole Ave #1, Union Beach, NJ 07735",MONMOUTH,BINOCULAR,2,10/30/14,"$13,718.40 "
UNION BEACH POLICE,"650 Poole Ave #1, Union Beach, NJ 07735",MONMOUTH,"GOGGLES,SUN,WIND AND DUST",12,8/20/14,$293.28 
UNION BEACH POLICE,"650 Poole Ave #1, Union Beach, NJ 07735",MONMOUTH,"SIGHT,REFLEX",1,7/31/14,$340.00 
UNION BEACH POLICE,"650 Poole Ave #1, Union Beach, NJ 07735",MONMOUTH,"SIGHT,REFLEX",10,8/20/14,"$3,400.00 "
UNION BEACH POLICE,"650 Poole Ave #1, Union Beach, NJ 07735",MONMOUTH,"SIGHT,REFLEX",9,8/27/14,"$3,060.00 "
UNION BEACH POLICE,"650 Poole Ave #1, Union Beach, NJ 07735",MONMOUTH,TRUCK TRACTOR,1,9/18/14,"$166,223.00 "
UNION BEACH POLICE,"650 Poole Ave #1, Union Beach, NJ 07735",MONMOUTH,TRUCK TRACTOR,1,9/18/14,"$166,223.00 "
UNION BEACH POLICE,"650 Poole Ave #1, Union Beach, NJ 07735",MONMOUTH,"TRUCK,CARGO",1,10/17/14,$100.00 
UNION BEACH POLICE,"650 Poole Ave #1, Union Beach, NJ 07735",MONMOUTH,"TRUCK,CARGO",1,8/7/14,"$67,139.00 "
UNION BEACH POLICE,"650 Poole Ave #1, Union Beach, NJ 07735",MONMOUTH,"TRUCK,HAND",1,10/17/14,"$6,228.88 "
UNION BEACH POLICE,"650 Poole Ave #1, Union Beach, NJ 07735",MONMOUTH,"TRUCK,HAND",1,10/17/14,"$6,228.88 "
UNION BEACH POLICE,"650 Poole Ave #1, Union Beach, NJ 07735",MONMOUTH,"TRUCK,LIFT,FORK",1,8/7/14,"$72,370.00 "
UNION BEACH POLICE,"650 Poole Ave #1, Union Beach, NJ 07735",MONMOUTH,"TRUCK,UTILITY",1,9/3/14,"$41,061.00 "
